date,high,low,open,close,volume
2013-06-27,17.19820466275596,15.941588405620845,16.180070386883415,16.849655151367188,9034441.198765304
2013-06-28,17.583444194449836,16.85882567820282,16.877170849384424,17.078964233398438,782099.4551836349
2013-07-01,17.33579040210241,16.8221378326416,17.10648100062092,16.8221378326416,429679.2864288756
2013-07-02,18.017298622452387,16.751786120541965,16.822138440602963,17.62930679321289,243923.70141452286
2013-07-03,17.61554733458167,17.124825378136936,17.418341118497324,17.500892639160156,113050.3199397788
2013-07-05,17.757721252337983,17.014757505052668,17.244066914821527,17.62930679321289,121885.5346065936
2013-07-08,17.867784776358747,17.299098547569567,17.473372400219265,17.63847541809082,120414.84136786884
2013-07-09,18.271378901109507,17.48255375318098,17.54676012578122,17.886138916015625,225024.5018725697
2013-07-10,18.298891776311326,17.473376493566715,17.858616375683543,17.51923942565918,365100.5829842092
2013-07-11,18.02371140802941,17.473368714377656,17.473368714377656,17.959505081176758,118610.53531660576
2013-07-12,17.922823391127665,17.620133306193125,17.63847847791495,17.895305633544922,124930.55340932611
2013-07-15,18.11544925131201,17.629312515003797,17.757727015807255,17.941173553466797,193283.54496902195
2013-07-16,18.940963562401784,17.464211633470608,17.464211633470608,18.43648338317871,260842.88914100904
2013-07-17,18.775859737474168,18.087931292165493,18.353931130774583,18.68413734436035,151668.39038496738
2013-07-18,19.25740700134002,18.40345714515246,18.803373553086512,19.106061935424805,176575.81447425942
2013-07-19,19.621180291228153,19.051026113072073,19.26199034940174,19.115232467651367,688343.9748173173
2013-07-22,18.986814600523314,18.546539325385694,18.895090511974168,18.65660858154297,537350.5346049394
2013-07-23,18.97765175595725,18.344848118213722,18.610756962963517,18.54654884338379,45171.48924173463
2013-07-24,18.977642040720305,18.39060892295822,18.555711932657196,18.867572784423828,47452.27417150069
2013-07-25,20.16088104248047,18.344842076720383,18.656612011859792,20.16088104248047,253281.16875910823
2013-07-26,20.307641644531024,19.30785243488956,20.289298220572817,19.80316162109375,154026.5988794671
2013-07-29,20.179230995732635,19.317026999693514,19.720612109465986,19.90406036376953,92796.00399024098
2013-07-30,19.995778620323552,19.078541036831798,19.913227097849948,19.812332153320312,103161.93067425743
2013-07-31,19.98660555958334,19.436262720841665,19.98660555958334,19.720605850219727,57241.44626050738
2013-08-01,19.994860844902185,19.41333328296399,19.674745840680732,19.86736488342285,197963.98744227874
