date,open,high,low,close,volume
2013-03-28,94.373625440094,95.489267599388,94.296015550752,95.266139167529,2217200.0
2013-04-01,95.469865127052,96.556403577843,94.645260052792,94.858687248483,2050800.0
2013-04-02,94.878089720818,95.285541639865,93.927368576376,94.21840566141,1838600.0
2013-04-03,94.247509369913,94.742272414469,93.209477099961,93.403501823317,2932600.0
2013-04-04,93.646032727511,94.344521731591,93.093062265948,93.112464738283,2249000.0
2013-04-05,92.074432468332,92.986348668102,91.38564470042,92.64680540223,2878100.0
2013-04-08,92.578896749056,93.160970919122,92.210249774681,92.404274498036,2032500.0
2013-04-09,92.443079442707,92.952394341515,91.841602800305,92.491585623546,2270600.0
2013-04-10,92.637104166063,95.295242876032,92.588597985224,95.023608263335,3138600.0
2013-04-11,94.945998373993,95.072114444174,93.675136436014,93.772148797692,2036000.0
2013-04-12,93.587825310504,94.042813286773,92.99604990427,93.452008004156,1387400.0
2013-04-15,92.73411652774,93.219178336129,91.443852117427,91.880407744976,3107000.0
2013-04-16,92.540091804385,92.802025180915,91.880407744976,92.297560900191,2317300.0
2013-04-17,91.618474368446,92.195697920429,90.793869294186,91.308034811078,2284500.0
2013-04-18,90.396118611307,90.890881655864,87.902900916189,89.125256673329,4952400.0
2013-04-19,89.629720954053,90.098290660956,88.960335658477,89.629720954053,1901000.0
2013-04-22,89.901355566751,90.075977817771,88.232742945894,89.736434551899,1584300.0
2013-04-23,90.163288943281,90.405819847475,89.280476452013,90.386417375139,2537900.0
2013-04-24,91.870706508809,93.277385753136,91.579669423775,91.637876840782,3056500.0
2013-04-25,91.783395383299,92.103536176835,90.444624792146,91.482657062098,2326400.0
2013-04-26,91.744590438628,91.943465780067,91.181918740897,91.366242228084,1652400.0
2013-04-29,91.628175604614,91.754291674795,90.706558168676,90.94908907287,1878900.0
2013-04-30,91.03640019838,91.608773132279,90.308807485797,91.201321213232,1981000.0
2013-05-01,90.86177794736,91.2110224494,89.096152964826,89.25137274351,2396600.0
2013-05-02,89.474501175369,90.328209958133,89.42599499453,89.532708592375,2404500.0
2013-05-03,90.202093887952,92.297560900191,90.202093887952,91.696084257789,2317300.0
2013-05-06,92.0841337045,93.907966104041,91.90951145348,93.354995642478,3045700.0
2013-05-07,93.743045089189,96.624312231017,93.626630255175,96.546702341675,4689700.0
