date,open,high,low,close,volume
2013-03-28,41.911808595889,42.414567477628,41.56444791396,42.378003195319,1161500.0
2013-04-01,42.661376383209,42.661376383209,41.87524431358,42.368862124742,745300.0
2013-04-02,42.350579983588,42.734504947825,42.167758572047,42.414567477628,1470300.0
2013-04-03,42.359721054165,42.551683536284,42.039783583968,42.076347866276,1461900.0
2013-04-04,42.222604995509,42.579106748015,41.856962172426,42.496837112821,663900.0
2013-04-05,41.820397890118,42.798492441865,41.537024702229,42.75278708898,935600.0
2013-04-08,42.53340139513,42.68879959494,42.048924654545,42.396285336474,1002600.0
2013-04-09,42.030642513391,42.807633512442,42.030642513391,42.304874630703,872400.0
2013-04-10,42.295733560126,42.31401570128,41.838680031272,42.039783583968,1239400.0
2013-04-11,42.09463000743,42.75278708898,42.039783583968,42.204322854355,1129300.0
2013-04-12,42.176899642624,42.633953171478,41.683281831462,41.802115748964,707400.0
2013-04-15,41.71984611377,41.802115748964,40.257274821438,40.257274821438,1192600.0
2013-04-16,40.851444408948,41.244510443762,40.787456914908,41.034265820489,1187000.0
2013-04-17,40.842303338371,40.842303338371,40.229851609707,40.677764067984,661900.0
2013-04-18,40.741751562023,40.897149761833,40.238992680284,40.257274821438,451200.0
2013-04-19,40.330403386055,40.558930150482,40.129299833359,40.238992680284,1299500.0
2013-04-22,40.632058715098,41.683281831462,40.504083727019,41.56444791396,1225100.0
2013-04-23,41.56444791396,42.597388889169,41.491319349343,42.259169277817,1124100.0
2013-04-24,42.167758572047,42.441990689359,41.792974678387,41.820397890118,923100.0
2013-04-25,41.856962172426,42.140335360316,41.518742561074,41.610153266845,1365100.0
2013-04-26,41.582730055114,42.84419779475,41.335921149533,42.186040713201,1741000.0
2013-04-29,42.917326359367,43.520637017454,42.917326359367,43.12757098264,1510600.0
2013-04-30,43.310392394181,43.904561981691,43.228122758987,43.895420911114,1599600.0
2013-05-01,43.87713876996,44.03253696977,43.264687041296,43.328674535335,977700.0
2013-05-02,43.365238817644,43.730881640727,43.346956676489,43.529778088031,1040200.0
2013-05-03,43.922844122845,44.014254828616,43.648612005533,43.776586993612,781300.0
2013-05-06,43.685176287841,43.776586993612,43.356097747066,43.410944170529,1008600.0
2013-05-07,43.410944170529,43.694317358418,43.209840617833,43.694317358418,818300.0
2013-05-08,44.791245827667,45.549954685564,44.617565486703,45.549954685564,1640200.0
2013-05-09,45.321427921138,45.979585002687,45.166029721327,45.842468944031,1207100.0
2013-05-10,45.705352885375,46.454920672695,45.650506461912,46.40921531981,777800.0
2013-05-13,46.226393908268,46.820563495778,46.217252837691,46.518908166734,775800.0
2013-05-14,46.482343884426,46.985102766165,46.418356390387,46.774858142893,725900.0
2013-05-15,46.56461351962,46.56461351962,45.915597508647,46.198970696537,836600.0
2013-05-16,45.284863638829,45.869892155762,45.129465439019,45.522531473833,1053900.0
2013-05-17,45.787156977729,46.117352821318,45.640403269467,45.924738579225,472800.0
2013-05-20,45.851361725094,46.218245995748,45.722952230364,45.842189618327,427700.0
2013-05-21,45.640403269467,46.071492287486,45.484477454439,45.933910685991,540700.0
2013-05-22,45.952254899524,46.603474479936,45.45696113414,45.603714842402,605800.0
2013-05-23,45.392756386775,45.970599113056,45.218486358214,45.878878045393,777100.0
2013-05-24,45.466133240906,45.484477454439,44.989183689055,45.337723746177,611500.0
2013-05-28,45.722952230364,46.053148073954,45.310207425878,45.649575376233,1170700.0
2013-05-29,45.851361725094,45.96142700629,45.493649561205,45.631231162701,857500.0
2013-05-30,45.768812764196,45.979771219823,45.539510095037,45.713780123598,400600.0
2013-05-31,45.576198522102,45.768812764196,43.980251944754,44.026112478586,1476500.0
2013-06-03,43.98942405152,44.026112478586,42.127486377947,43.310688150809,2056200.0
2013-06-04,43.695916634996,44.438857283072,43.466613965837,43.595023460566,1495000.0
2013-06-05,43.861014556791,44.172866186847,42.769533851593,42.861254919256,778300.0
2013-06-06,42.641124356863,42.65029646363,41.173587274244,41.769774214058,2713000.0
