date,high,low,open,close,volume
2013-03-27,36.67345096590003,36.3400589118085,36.40179778855351,36.636409759521484,695897.7337679084
2013-03-28,36.95747016965965,36.57468261507217,36.57468261507217,36.92042541503906,1180564.4661558007
2013-04-01,37.0253720537372,36.506756259987654,36.938935499315434,36.71049880981445,626798.0286760334
2013-04-02,36.97597819381024,36.617888458898804,36.83397806659526,36.80928039550781,871832.7889122274
2013-04-03,36.82785994483309,36.010566311106395,36.82785994483309,36.115821838378906,1134407.4491801783
2013-04-04,36.54304267624767,36.1529712118794,36.227269020047125,36.5120849609375,928246.6278967477
2013-04-05,36.091057081564436,35.71955739869097,36.041524026706874,35.9981803894043,912450.0200370743
2013-04-08,36.146787716071714,35.73194784510664,36.022956822408055,36.14059829711914,840375.2004044526
2013-04-09,36.326349897747455,36.029147944559554,36.22109079884998,36.13440704345703,848441.9525260605
2013-04-10,37.1560115210982,36.06009502847419,36.30776027297723,37.1374397277832,1265068.7765898057
2013-04-11,37.168397687974675,36.889774728913906,37.12505405559608,37.04456329345703,771721.5907150749
2013-04-12,36.96406856637822,36.76593639070909,36.87119543761435,36.91453552246094,657435.2466238239
2013-04-15,36.88978794232471,36.06010818481445,36.852637256374244,36.06010818481445,767964.6354961911
2013-04-16,36.85262784704212,36.27061357299607,36.27680653336808,36.80928421020508,822160.509117055
2013-04-17,36.679264772280625,36.12821169130547,36.57400923355253,36.245849609375,837543.5226485303
2013-04-18,36.462556793416,36.02295221707295,36.30157523508011,36.32634353637695,1254121.4787561512
2013-04-19,36.73498311244897,36.24584203045917,36.400634139954235,36.716407775878906,733971.7368625782
2013-04-22,36.80311208320752,36.258248229643705,36.7350036586514,36.68547058105469,584550.5089711045
2013-04-23,37.32319300383458,36.61734781034285,36.753564606087295,37.21793746948242,823915.5001493882
2013-04-24,37.81240347657652,36.976467010996785,37.41607518111081,37.564674377441406,958432.2640518458
2013-04-25,38.22406937178691,37.42844412934519,37.725642415347174,38.02903366088867,1086401.9992303203
2013-04-26,38.190012125486845,37.738021773096456,38.04760595341561,37.96092224121094,636084.9430782814
2013-04-29,38.375746860931166,37.84945892101564,38.0166333207575,38.32621383666992,585449.1242993546
2013-04-30,38.56152714475821,38.09715423146808,38.22098511880723,38.43150329589844,1017243.8712093239
2013-05-01,38.481020971556234,37.917582156549976,37.917582156549976,37.96092224121094,742024.6270357788
2013-05-02,38.54293810085273,37.67610802610494,38.11571602279783,38.530555725097656,728642.0258495723
2013-05-03,39.013504280157775,38.73488131114097,38.945399435055094,38.77822494506836,925664.6894752329
2013-05-06,39.10638652012581,38.741079774245875,38.759655113870046,39.007320404052734,558256.1369105871
2013-05-07,39.3540436279984,38.97016162230926,39.00111933428504,39.33546829223633,667542.3777945464
2013-05-08,39.750308990478516,39.261171460582084,39.27355383710124,39.750308990478516,1110862.9224352837
2013-05-09,39.7997225172385,39.49955171076016,39.75650642402607,39.669822692871094,937671.1398689477
2013-05-10,39.78126670321797,39.45311069671997,39.676011188480445,39.750308990478516,710251.5832894526
2013-05-13,39.83700022916223,39.49026882101534,39.66363275364689,39.73793411254883,573247.3198983859
2013-05-14,40.17753601074218,39.558374594430454,39.71935613752547,40.17753601074219,1188575.1275140285
2013-05-15,40.54904070968162,39.96083339426785,40.10324315936571,40.4747428894043,767735.3842742618
2013-05-16,40.4066247573008,39.8741470886779,40.37566704168533,39.97321319580078,928521.1826156928
2013-05-17,40.31993995498357,40.047506420141566,40.047506420141566,40.158958435058594,1144638.6135406268
2013-05-20,40.35089874267578,39.92367663608801,40.084658160304215,40.35089874267578,740951.0535481755
2013-05-21,40.44996484109855,40.12180883293354,40.34470578294318,40.35089874267578,731069.9834136686
2013-05-22,40.57378627435327,39.7642305785106,40.152757225230935,39.89889907836914,1077212.4002628485
2013-05-23,39.96082885319146,39.354049808824634,39.440733541700915,39.836997985839844,868385.1998002495
2013-05-24,39.81842185807011,39.274178262793306,39.65744031654978,39.7874641418457,384167.6101786713
2013-05-28,40.48091945822386,39.85556520261442,40.16514585078964,40.04750442504883,965332.2811846168
2013-05-29,40.16516235967612,39.66363874004487,39.81843089919736,39.991798400878906,612632.6037099817
2013-05-30,40.64191399899637,40.004177163307986,40.022752504156934,40.487125396728516,676573.7299180652
2013-05-31,40.70382393202527,39.9422492980957,40.37566437384103,39.9422492980957,919265.7490320775
2013-06-03,39.93605934538158,39.09399750177279,39.88033333597334,39.77507781982422,1009746.947019785
2013-06-04,40.02893618152634,38.85252525859264,39.77508149306155,39.17449188232422,1476756.3079653082
2013-06-05,39.16210834023079,38.716310825368126,39.02589509007443,38.8525276184082,948273.5608687401
2013-06-06,39.601715087890625,38.703927128023494,38.86490867274005,39.601715087890625,849729.9312324637
2013-06-07,40.2456471735439,39.63329513729436,39.861765085001046,40.220882415771484,624090.0824545511
2013-06-10,40.456160962617616,40.19610977677162,40.27041112783717,40.313751220703125,630292.0632400165
2013-06-11,40.26422240675724,39.285943619659776,39.285943619659776,39.85557556152344,609045.0620224159
2013-06-12,40.49948917137903,39.85555967025941,40.04749886605071,39.93605041503906,1155106.7148750464
2013-06-13,40.51807428531843,39.75031023103959,39.960824809967704,40.42519760131836,630658.1812172869
2013-06-14,40.406617985736325,39.79364610777828,40.39423561014193,40.03512191772461,544693.9000216008
2013-06-17,40.59238093769386,40.26422484942519,40.29518256987876,40.487125396728516,789091.0642324174
2013-06-18,40.49331350253573,40.066091305510035,40.48712408437604,40.41282272338867,829028.822821246
2013-06-19,40.790505340667096,40.12181091308594,40.4499669382645,40.12181091308594,600174.0369454629
2013-06-20,40.375673410072075,39.68840351208646,39.85557803708491,40.01655960083008,975506.9828382015
2013-06-21,40.33232867061353,39.76888971943255,40.33232867061353,39.96702194213867,852346.3606240841
2013-06-24,39.75030936553121,39.24878591150051,39.601710217249874,39.52741241455078,677563.3988712853
2013-06-25,40.11562730811474,39.440739763094136,39.87415495295902,39.99798583984375,600491.5296363494
2013-06-26,40.43139398713147,39.979403534387394,40.25802652423002,40.27041244506836,344580.88290647586
2013-06-27,40.759552794666305,40.33852357259402,40.50569808640865,40.691444396972656,561303.2569942228
2013-06-28,40.58000175178539,40.10324644208794,40.26422801826957,40.33233642578125,875045.6250141873
2013-07-01,40.86789990754863,40.52426150966661,40.54283684546156,40.759544372558594,759050.7575749634
2013-07-02,41.03889646309398,40.641606061555045,40.771966530552966,40.93336486816406,745800.1408516859
2013-07-03,41.132004051203246,40.70988483735357,40.722299272571306,40.865074157714844,362277.7777610788
2013-07-05,41.64725769024954,41.1568535511325,41.21892930503444,41.64105224609375,672545.4034865672
2013-07-08,42.20593898244165,41.839686447877554,41.87072431662958,41.988670349121094,635359.3169236195
2013-07-09,42.472871102532125,42.187317722435274,42.2742258906485,42.249393463134766,877522.1181521252
