date,high,low,open,close,volume
2013-03-27,23.885376049574337,23.54992829203931,23.618542639128865,23.847257614135742,4014619.517711069
2013-03-28,23.950186318430635,23.67572884775117,23.82439282632737,23.93112564086914,5645608.19998594
2013-04-01,23.953922921953822,23.405085027366937,23.9463745559814,23.549936294555664,4333233.291049311
2013-04-02,23.641417643096258,23.26785140160888,23.572803287095994,23.374584197998047,4430503.222960822
2013-04-03,23.466080799407937,22.940037657022444,23.389842431013154,23.001028060913086,5377091.252409392
2013-04-04,23.36696793652332,22.94765913725873,23.0086495344995,23.33647346496582,4804051.356076932
2013-04-05,23.06963357765677,22.734185758162237,23.016267176535557,22.94765281677246,7085590.624842669
2013-04-08,23.176367420386,22.79517716197792,22.94765384699133,23.16111946105957,5308955.188024603
2013-04-09,23.641424211495426,23.28310582826058,23.45082904834644,23.55756187438965,6203234.544183049
2013-04-10,23.915877002618807,23.565181215332704,23.626171597366103,23.9006290435791,4713298.659016218
2013-04-11,23.961615603716574,23.671910244672098,23.900625231411183,23.816762924194336,4130671.616136361
2013-04-12,23.78627499099185,23.458451104613264,23.641422271728516,23.641422271728516,4354902.31960488
2013-04-15,23.565180600514946,22.94765281677246,23.527062158035612,22.94765281677246,7701527.16928956
2013-04-16,23.24421507296595,22.970519639233622,23.12299629309774,23.18398666381836,5934657.070190042
2013-04-17,23.10012905070679,22.574087541692737,22.985772264143975,22.88666343688965,7645343.602428095
2013-04-18,22.856167942105042,22.246264099709993,22.757059113012893,22.314878463745117,9694922.297467148
2013-04-19,22.680820854997116,22.330126507824446,22.528344166758714,22.63507843017578,5160084.537866911
2013-04-22,22.741815966433553,22.49785437784421,22.673201587877077,22.696073532104492,3466956.901978179
2013-04-23,22.91716135491424,22.627457355022727,22.84092300100837,22.848546981811523,5637321.865652093
2013-04-24,23.107756673853057,22.696071886489843,22.825676652796453,23.04676628112793,4915847.573253251
2013-04-25,23.50799988541855,23.042948811442052,23.122998407684896,23.3822078704834,5861329.619087461
2013-04-26,23.481470990991586,23.153495921420184,23.389833464126706,23.305971145629883,4702137.683138309
2013-04-29,23.542303462110915,23.29071801659601,23.366956338839174,23.49656105041504,5230714.809682794
2013-04-30,23.5156298992395,23.336471440830145,23.46607620549098,23.458452224731445,4553330.553771877
2013-05-01,23.4813226670565,23.11538031606681,23.389837806371897,23.13825225830078,4495468.389151098
2013-05-02,23.458452652154122,22.947657564963425,23.168747194515756,23.328847885131836,5888003.659191556
2013-05-03,23.66428917588697,23.52324774977977,23.527060466228757,23.588050842285156,4943966.112872053
2013-05-06,23.771025318701945,23.542310285681037,23.56518222522077,23.75577735900879,3541345.6607485795
2013-05-07,24.09884422465515,23.77102042930882,23.82438682313261,24.022605895996094,3957086.3649033047
2013-05-08,24.222284513438137,23.907408835995327,23.915088873476112,24.206924438476562,3790718.0007880926
2013-05-09,24.2607610197606,24.022609530786315,24.19924601013786,24.07636833190918,4056018.0813831887
2013-05-10,24.245325650202357,23.999570284856233,24.153168120606324,24.122447967529297,4380327.126787542
2013-05-13,24.498766534625876,24.099413244187254,24.107093284174674,24.37588882446289,6070392.4873688435
2013-05-14,24.782917633164494,24.291405417372726,24.368204338416838,24.775236129760742,8576176.638322184
2013-05-15,25.044029391753597,24.675396382897443,24.706113603076073,24.951871871948242,5384708.963344427
2013-05-16,24.974906263198804,24.66387285584119,24.87506725813758,24.713790893554688,8051074.765661631
